steering_strength,generated_text,flesch_kincaid_grade,flesch_reading_ease,avg_sentence_length,avg_syllables_per_word,sentence_count,word_count
-2.0,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including


- **Wave-Particle Duality**: Particles like electrons and photons can",14.630000000000003,25.795000000000044,20.0,1.9,2,40
-1.9,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including


- **Wave-Particle Duality**: Particles like electrons and photons can",14.630000000000003,25.795000000000044,20.0,1.9,2,40
-1.7999999999999998,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including


- **Wave-Particle Duality**: Particles like electrons and photons can show both wave-like and particle-like properties.


- **Uncertainty Principle**: Formulated by Heisenberg, it states that you cannot know both the position and the momentum of a particle with absolute certainty.


- **Superposition**: A particle can be in a combination of all its possible states at once, only when it is not being observed.


- **Entanglement**: Particles can become entangled, meaning the state of one (spin, position, etc.) can instantly affect the state of another, no matter the distance.


- **Quantum Tunneling**: Particles",12.984285714285715,31.996186440678002,16.857142857142858,1.8644067796610169,7,118
-1.6999999999999997,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including


- **Wave-Particle Duality**: Particles like electrons and photons can exhibit both wave-like and particle-like properties.


- **Uncertainty Principle**: Formulated by Werner Heisenberg, it states that the more precisely you know the position of a particle, the less you know about its speed, and vice vers


- **Superposition**: A particle can be in a combination of all its possible states at once, only when it is not being observed.


- **Entanglement**: Particles can become entangled, meaning the state of one (spin, position, etc.) can instantly affect the state of another, no matter the distance between them.


- **",15.10969105691057,30.54892682926831,24.6,1.7886178861788617,5,123
-1.5999999999999996,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and many others.


The theory is a part of the broader field of physics that see really small things. It is a very different way of looking at the world than the one we are used to in our everyday lives.


One of the key things about quantum mechanics is that it shows that things can be in a state of 'superposition' - they can be in two places at once. This is very different from our everyday experience where things can only be in one place at a time.


Another big idea in quantum mechanics is that things can be 'entangled' - they can be connected in a way that the state of one thing can instantly affect the state of another thing,",11.263229813664598,55.27633540372673,23.0,1.515527950310559,7,161
-1.4999999999999996,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and many others.


The theory is a part of the broader field of quantum physics, which also includes the study of the behavior of light and the way it interacts with matter.


One of the key features of quantum mechanics is the idea that particles can exist in a superposition of states. This means that a particle can be in multiple places or have multiple properties at the same time.


Another important concept is the idea of wave-particle duality. This means that particles like electrons and photons can behave like waves and can also be thought of as particles.


The Heisenberg Uncertainty Principle is another cornerstone of quantum mechanics. It states that you cannot know",11.005411255411257,46.63605339105342,17.11111111111111,1.6883116883116882,9,154
-1.3999999999999995,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and many others.


The theory is a part of the broader field of quantum physics, which also includes the study of the behavior of light and the way it interacts with matter.


One of the key features of quantum mechanics is the idea that particles can exist in a state of superposition, where they can be in multiple states at the same time. This is famously illustrated by the thought experiment known as Schrödinger's cat, where a cat inside a box can be both alive and dead until someone looks inside the box.


Another important concept is the idea of wave-particle duality. Particles like electrons and photons can behave like waves, spreading out and interfer",12.29909090909091,46.06863636363636,22.0,1.6363636363636365,7,154
-1.2999999999999994,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


At the heart of quantum mechanics is the wave-particle duality, which tells us that every particle or quantum entity can be described as either a particle or a wave. This is best illustrated by the famous double-slit experiment, where particles like electrons create an interference pattern (a property of waves) when not observed, but act like particles when a measurement is made.


Another key feature of quantum mechanics is the Heisenberg Uncertainty Principle, which states that it is impossible to know both the exact position and the exact momentum of a particle at the same time.


Quantum mechanics also introduces the idea of superposition, where a particle can",15.480629139072853,28.89878035320089,25.166666666666668,1.8013245033112584,6,151
-1.1999999999999993,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


At the heart of quantum mechanics is the wave-particle duality, which tells us that every particle or quantum entity can be described as either a particle or a wave. This is best illustrated by the famous double-slit experiment, where particles like electrons create an interference pattern when not observed, but act like particles when a measurement is made.


Another key concept in quantum mechanics is the Heisenberg Uncertainty Principle, which states that it is impossible to know both the exact position and the exact momentum of a particle at the same time.


Quantum mechanics also introduces the idea of superposition, where a particle can be in a combination of all",15.564150326797389,28.893676470588247,25.5,1.7973856209150327,6,153
-1.0999999999999992,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


The theory is a mathematical framework that can be used to predict the behavior of particles at very small scales. It is known for its strange and non-intuitive principles, such as the wave-particle duality, where particles like electrons can exhibit both wave-like and particle-like properties.


One of the key features of quantum mechanics is the Heisenberg Uncertainty Principle, which states that it is impossible to know both the exact position and the exact momentum of a particle at the same time.


Another important concept is the superposition, where a particle can exist in all possible states at once until it is observed or measured.


Quantum",14.839459459459462,32.6050900900901,24.666666666666668,1.7635135135135136,6,148
-0.9999999999999991,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


At the heart of quantum mechanics is the wave-particle duality, which posits that every particle or quantum entity can be described as either a particle or a wave. This is best illustrated by the famous double-slit experiment, where particles like electrons create an interference pattern when not observed, but act like particles when a measurement is made.


Another key concept is the Heisenberg Uncertainty Principle, which states that it is impossible to know both the exact position and the exact momentum of a particle at the same time. The more precisely one is known, the less precise the measurement of the other is.


Quantum mechanics also introduces the idea of",13.75781512605042,35.355882352941194,21.857142857142858,1.7647058823529411,7,153
-0.899999999999999,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


At the heart of quantum mechanics is the wave-particle duality, which posits that every particle or quantum entity can be described as either a particle or a wave. This is best illustrated by the famous double-slit experiment, where particles like electrons create an interference pattern when not observed, but act like particles when a measurement is made.


Another key principle is the Heisenberg Uncertainty Principle, which states that it is impossible to know both the exact position and the exact momentum of a particle at the same time. The more precisely one is known, the less precise the measurement of the other is.


Quantum mechanics also introduces the concept of",13.75781512605042,35.355882352941194,21.857142857142858,1.7647058823529411,7,153
-0.7999999999999989,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


The theory is a mathematical framework that provides a way to calculate the probabilities of different outcomes of experiments. It is based on the idea that particles can exist in a superposition of states, and that their properties are not fixed until they are measured.


One of the key features of quantum mechanics is the Heisenberg Uncertainty Principle, which states that it is impossible to know both the position and the momentum of a particle with absolute certainty.


Another important concept is the wave-particle duality, which tells us that particles like electrons and photons can exhibit both wave-like and particle-like properties.


Quantum mechanics also introdu",14.342200772200776,29.893918918918928,21.142857142857142,1.837837837837838,7,148
-0.6999999999999988,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


At the heart of quantum mechanics is the wave-particle duality, which posits that every particle or quantum entity can be described as either a particle or a wave. This duality is best illustrated by the famous double-slit experiment, where particles like electrons create an interference pattern when not observed, but act like particles when a measurement is made.


Another key concept in quantum mechanics is the Heisenberg Uncertainty Principle, which states that it is impossible to simultaneously know the exact position and momentum of a particle. This is not due to experimental imperfections but is a fundamental property of the universe.


Quantum mechanics also introduces the idea",15.18714285714286,24.345000000000027,21.428571428571427,1.9,7,150
-0.5999999999999988,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


At the heart of quantum mechanics is the wave-particle duality, which posits that every particle or quantum entity can be described as either a particle or a wave. This duality is best illustrated by the famous double-slit experiment, which shows that light and matter can display characteristics of both waves and particles.


Another key concept in quantum mechanics is the Heisenberg Uncertainty Principle, which states that it is impossible to simultaneously know both the exact position and the exact momentum of a particle. This is not due to experimental imperfections but is a fundamental property of the universe.


Quantum mechanics also introduces the idea of superposition, where",15.108476190476193,24.90900000000002,21.428571428571427,1.8933333333333333,7,150
-0.49999999999999867,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


At the heart of quantum mechanics is the wave-particle duality, which posits that every particle or quantum entity may be partly described in terms not only of particles, but also of waves. This duality is best illustrated by the famous double-slit experiment, which shows that light and matter can display characteristics of both classically defined waves and particles.


Another key principle of quantum mechanics is the Heisenberg Uncertainty Principle, which states that it is impossible to simultaneously know the exact position and momentum of a particle. This is not due to experimental imperfections but is a fundamental property of the universe.


Quantum mechanics also introduces the concept",15.108476190476193,24.90900000000002,21.428571428571427,1.8933333333333333,7,150
-0.3999999999999986,"Quantum mechanics is a fundamental theory in physics that describes the physical properties of nature at the scale of atoms and subatomic particles. It is the foundation of all quantum physics, including quantum chemistry, quantum field theory, quantum technology, and quantum information science.


At the heart of quantum mechanics is the wave-particle duality, which posits that every particle or quantum entity may be partly described in terms not only of particles, but also of waves. This duality is best illustrated by the famous double-slit experiment, which shows that light and matter can display characteristics of both classically defined waves and particles.


Another key principle of quantum mechanics is the Heisenberg Uncertainty Principle, which states that it is impossible to simultaneously know both the exact position and exact momentum of a particle. This is because the act of measuring one of these quantities affects the other.


Quantum mechanics also introduces the",14.557809523809524,28.857000000000028,21.428571428571427,1.8466666666666667,7,150
